kab,penerimaan,pengeluaran,jumlah_art
Kota Bengkulu,129000000,105881714.3,4
Bengkulu Tengah,109025000,78154142.86,5
Bengkulu Tengah,193800000,112918857.1,3
Kaur,96110000,72145428.57,3
Kota Bengkulu,165500000,62004285.71,4
Kota Bengkulu,7800000,44006485.71,3
Bengkulu Tengah,285400000,57436571.43,2
Kaur,106038285,146645285.7,5
Kota Bengkulu,151487100,140133428.6,5
Bengkulu Tengah,131771428,82133485.71,5
Bengkulu Tengah,243085761,55442571.43,2
Kaur,75500000,81078714.29,6
Kota Bengkulu,60360000,24005857.14,3
Kota Bengkulu,54000000,52926428.57,2
Kaur,149914285,51153285.71,3
Kota Bengkulu,199000000,108806000,5
Kaur,13940000,23733571.43,3
Kota Bengkulu,55500000,85506645.71,5
Kota Bengkulu,142330000,123328571.4,3
Kota Bengkulu,78903000,64802571.43,4
Kota Bengkulu,95508571,103440142.9,3
Kota Bengkulu,187100000,144420000,3
Kaur,83000000,60709857.14,4
Bengkulu Tengah,233265114,90435000,4
Bengkulu Tengah,102000000,39212857.14,5
Kaur,148800000,52437360,5
Kota Bengkulu,42085714,55587857.14,2
Bengkulu Tengah,80800000,80783571.43,3
Bengkulu Tengah,41900000,40817142.86,5
Kota Bengkulu,96660000,78896285.71,5
Kota Bengkulu,36800000,59230000,2
Kota Bengkulu,33740000,109099571.4,4
Kaur,150800000,54998571.43,2
Bengkulu Tengah,176400000,53725000,5
Bengkulu Tengah,41400000,50688000,3
Kota Bengkulu,230384000,125510965.7,5
Bengkulu Tengah,87600000,63184428.57,3
Kaur,151313571,58289920,3
Kota Bengkulu,34500000,37434285.71,1
Kaur,118092857,100712000,5
Kota Bengkulu,39141428,50972857.14,1
Kota Bengkulu,225650000,197398571.4,4
Bengkulu Tengah,43714285,28230008,4
Bengkulu Tengah,200000000,198272857.1,3
Kota Bengkulu,942000000,100833714.3,6
Bengkulu Tengah,158292000,88992285.71,6
Bengkulu Tengah,151840000,149328571.4,4
Kota Bengkulu,755400000,331557142.9,4
Bengkulu Tengah,41671428,25389285.71,2
Kaur,125400000,115043428.6,3
Kota Bengkulu,93900000,62505714.29,3
Kota Bengkulu,890800000,158990857.1,4
Kaur,105340000,137852142.9,2
Kaur,63200000,59620428.57,4
Bengkulu Tengah,109000000,131192000,3
Kota Bengkulu,24096000,35860428.57,1
Kota Bengkulu,80000000,92474285.71,5
Bengkulu Tengah,132630778,107755257.1,5
Kota Bengkulu,54500000,95360000,5
Kota Bengkulu,331810812,67480000,2
Kota Bengkulu,26038571,24105428.57,1
Kota Bengkulu,42100000,47685571.43,3
Kaur,53202000,47397142.86,6
Bengkulu Tengah,274060000,110503428.6,5
Kota Bengkulu,91600000,102094714.3,4
Kota Bengkulu,125200000,99354857.14,4
Kaur,281550000,87765428.57,4
Kota Bengkulu,63600000,63725714.29,6
Kota Bengkulu,128100000,57304728.57,3
Kota Bengkulu,101500000,71397857.14,5
Kota Bengkulu,39000000,43950571.43,3
Bengkulu Tengah,-20642858,96403142.86,5
Bengkulu Tengah,14260000,19012285.71,3
Kota Bengkulu,152350000,98136125.71,5
Bengkulu Tengah,110100000,66479142.86,5
Kota Bengkulu,244100000,223025714.3,5
Kaur,29753000,33833571.43,4
Kota Bengkulu,40350000,32458857.14,2
Kaur,137050000,53348571.43,3
Kota Bengkulu,840200000,409495714.3,6
Bengkulu Tengah,98760000,74534772.57,6
Bengkulu Tengah,273600000,83343285.71,3
Bengkulu Tengah,105051000,95427571.43,3
Bengkulu Tengah,46300000,79294285.71,5
Kota Bengkulu,117000000,147537142.9,2
Bengkulu Tengah,283700000,89320142.86,3
Kota Bengkulu,177200000,89715714.29,2
Kota Bengkulu,82000000,76744285.71,3
Bengkulu Tengah,44905334,28216571.43,3
Bengkulu Tengah,43000000,36652142.86,2
Bengkulu Tengah,285180000,131985000,4
Kaur,69904000,68552857.14,2
Kota Bengkulu,64390000,55032571.43,1
Bengkulu Tengah,166000000,65175214.29,3
Kota Bengkulu,204240000,75020571.43,3
Kota Bengkulu,168900000,154670285.7,6
Kota Bengkulu,180000000,76962142.86,3
Bengkulu Tengah,50360000,47512285.71,5
Kota Bengkulu,44614286,33938714.29,1
Bengkulu Tengah,67461655,54944285.71,3
Kota Bengkulu,98100000,87450857.14,4
Kota Bengkulu,23300000,55110697.14,2
Kota Bengkulu,134700000,77274285.71,5
Kota Bengkulu,166193371,105693142.9,2
Kota Bengkulu,126000000,61741428.57,4
Kota Bengkulu,1924000000,74457714.29,7
Bengkulu Tengah,301344142,90228000,4
Bengkulu Tengah,96900000,140053645.7,3
Bengkulu Tengah,17780000,16796428.57,4
Kota Bengkulu,1000000000,182765714.3,5
Kota Bengkulu,222565000,130583571.4,5
Kaur,224057142,166778571.4,3
Kaur,151070000,73757142.86,5
Bengkulu Tengah,105000000,58112142.86,3
Kota Bengkulu,340931668,263711428.6,4
Bengkulu Tengah,121000000,110022857.1,4
Kaur,188426000,39484142.86,3
Kaur,29100000,38462357.14,3
Kota Bengkulu,172000000,113036857.1,3
Kota Bengkulu,249357142,203597714.3,4
Kota Bengkulu,155236000,161757571.4,3
Kota Bengkulu,381376571,266364285.7,7
Kota Bengkulu,130018000,100990714.3,6
Kota Bengkulu,275250789,155938760,3
Bengkulu Tengah,181588571,214364714.3,4
Kaur,180200000,533555142.9,6
Kota Bengkulu,111500000,130639285.7,2
Kaur,269750000,84997142.86,6
Kaur,133428572,106373142.9,6
Kota Bengkulu,177210000,74716571.43,5
Kaur,8400000,32632714.29,4
Kota Bengkulu,50450000,57269142.86,2
Kota Bengkulu,272300000,101870942.9,4
Kota Bengkulu,1704000000,266294285.7,2
Kaur,129500000,125734857.1,4
Kota Bengkulu,179400000,130167142.9,5
Kota Bengkulu,862000000,191304285.7,6
Kaur,87000000,67851428.57,4
Kaur,19931000,24413000,3
Kaur,18375000,7698428.571,1
Kaur,166575714,53061571.43,6
Kaur,27532000,21016714.29,4
Kaur,8740000,8262857.143,1
Kaur,14590000,14508571.43,2
Kaur,26180000,22486714.29,2
Kaur,35937000,31962428.57,3
Kaur,22499247,18090571.43,3
Kaur,31775000,33127714.29,5
Kaur,26085250,22596142.86,1
Kaur,10461857,10109571.43,1
Kaur,33266857,34367428.57,4
Kaur,23609000,23188000,3
